date,stock_level,sales,Year,Month,Day,product_name_Alcatel,product_name_BlackBerry,product_name_Google Pixel,product_name_HTC,product_name_Huawei,product_name_LG,product_name_Lenovo,product_name_Motorola,product_name_Nokia,product_name_OnePlus,product_name_Samsung Galaxy,product_name_Sony Xperia,product_name_Xiaomi,product_name_ZTE,product_name_iPhone
2024-03-01,111,111,2024,3,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2024-06-16,25,25,2024,6,16,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-12-22,18,18,2024,12,22,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2024-09-15,135,63,2024,9,15,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2024-03-26,170,81,2024,3,26,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2024-04-03,175,32,2024,4,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-09-03,155,30,2024,9,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-04-22,18,10,2024,4,22,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2024-11-02,106,106,2024,11,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2024-08-11,179,117,2024,8,11,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2024-05-02,144,144,2024,5,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2024-07-23,45,45,2024,7,23,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2024-03-08,191,46,2024,3,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2024-03-02,132,83,2024,3,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2024-09-28,109,7,2024,9,28,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-04-20,177,159,2024,4,20,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2024-05-30,197,92,2024,5,30,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-10-13,86,86,2024,10,13,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2024-10-31,52,52,2024,10,31,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-10-21,102,102,2024,10,21,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2024-02-01,164,107,2024,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2024-12-01,27,27,2024,12,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2024-04-21,133,49,2024,4,21,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-10-14,186,56,2024,10,14,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2024-12-23,104,104,2024,12,23,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2024-07-10,59,59,2024,7,10,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2024-05-12,17,17,2024,5,12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-11-22,70,26,2024,11,22,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-05-17,4,4,2024,5,17,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-04-05,181,6,2024,4,5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-01-23,138,68,2024,1,23,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-11-27,55,50,2024,11,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-03-19,63,60,2024,3,19,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2024-05-24,63,63,2024,5,24,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2024-08-13,138,83,2024,8,13,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2024-02-05,45,14,2024,2,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-08-26,175,50,2024,8,26,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-07-29,35,35,2024,7,29,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-08-12,133,105,2024,8,12,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2024-01-31,150,150,2024,1,31,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2024-06-17,159,109,2024,6,17,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2024-08-09,188,80,2024,8,9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2024-09-06,48,26,2024,9,6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-04-18,176,131,2024,4,18,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-20,165,142,2024,1,20,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2024-06-18,67,67,2024,6,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-04-25,101,101,2024,4,25,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2024-05-18,31,31,2024,5,18,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2024-01-29,178,54,2024,1,29,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-04-26,26,26,2024,4,26,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2024-07-07,60,60,2024,7,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-05-21,30,30,2024,5,21,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2024-06-19,33,33,2024,6,19,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2024-08-20,168,168,2024,8,20,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-09-04,57,46,2024,9,4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2024-07-28,142,23,2024,7,28,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2024-07-05,150,14,2024,7,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2024-02-24,63,63,2024,2,24,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2024-07-30,39,39,2024,7,30,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-09-02,101,96,2024,9,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-04-20,29,29,2024,4,20,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2024-02-17,173,145,2024,2,17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2024-07-17,80,80,2024,7,17,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-05-09,118,71,2024,5,9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2024-06-16,114,114,2024,6,16,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2024-03-27,151,143,2024,3,27,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-12-12,187,7,2024,12,12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2024-06-11,90,81,2024,6,11,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2024-06-30,145,145,2024,6,30,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-06-18,122,122,2024,6,18,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2024-09-17,130,17,2024,9,17,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-05-12,17,17,2024,5,12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2024-09-25,60,40,2024,9,25,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2024-06-14,175,99,2024,6,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-03-01,106,24,2024,3,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2024-12-26,95,80,2024,12,26,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2024-02-06,108,70,2024,2,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-08-27,154,141,2024,8,27,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2024-06-03,200,187,2024,6,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2024-12-31,123,123,2024,12,31,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-09-04,62,47,2024,9,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2024-11-11,103,72,2024,11,11,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-12-05,11,11,2024,12,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2024-11-07,83,83,2024,11,7,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-03-19,162,60,2024,3,19,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-08-28,97,17,2024,8,28,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2024-05-24,191,191,2024,5,24,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2024-08-25,41,27,2024,8,25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2024-08-21,160,61,2024,8,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2024-07-16,92,92,2024,7,16,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-02-25,131,117,2024,2,25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2024-03-16,1,1,2024,3,16,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-05-16,31,31,2024,5,16,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2024-09-08,9,9,2024,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-04-15,33,33,2024,4,15,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-07-26,159,159,2024,7,26,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2024-03-05,93,51,2024,3,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2024-06-10,85,85,2024,6,10,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-01-19,92,6,2024,1,19,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-12-01,4,4,2024,12,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2024-06-10,148,40,2024,6,10,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2024-06-14,62,45,2024,6,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-12-03,153,6,2024,12,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2024-01-25,43,18,2024,1,25,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2024-03-10,98,46,2024,3,10,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2024-11-06,67,67,2024,11,6,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2024-10-15,128,128,2024,10,15,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2024-03-07,74,27,2024,3,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-06-15,115,115,2024,6,15,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2024-06-06,24,24,2024,6,6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2024-11-19,15,15,2024,11,19,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-07-12,71,71,2024,7,12,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2024-12-20,78,66,2024,12,20,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-03-06,96,96,2024,3,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-06-22,167,105,2024,6,22,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2024-04-20,131,115,2024,4,20,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-06-14,191,191,2024,6,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-07-09,73,69,2024,7,9,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2024-09-25,83,83,2024,9,25,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2024-02-09,77,77,2024,2,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2024-07-30,131,11,2024,7,30,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2024-10-01,83,83,2024,10,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2024-01-04,144,136,2024,1,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-11,134,134,2024,11,11,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2024-01-12,21,21,2024,1,12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-06-06,143,137,2024,6,6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2024-08-08,131,127,2024,8,8,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2024-07-02,131,51,2024,7,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2024-03-17,20,12,2024,3,17,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2024-02-07,108,108,2024,2,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2024-11-22,159,20,2024,11,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-11-14,154,129,2024,11,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-06-24,153,38,2024,6,24,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2024-03-19,146,54,2024,3,19,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-08-16,128,85,2024,8,16,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2024-01-13,189,93,2024,1,13,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2024-08-29,192,130,2024,8,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-05-09,182,113,2024,5,9,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-11-22,8,8,2024,11,22,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-05-20,91,91,2024,5,20,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-05-29,5,5,2024,5,29,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-01-14,185,46,2024,1,14,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2024-08-06,30,30,2024,8,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-10-26,141,123,2024,10,26,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-05-29,150,117,2024,5,29,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2024-06-13,122,122,2024,6,13,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2024-09-29,71,71,2024,9,29,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-05-05,29,29,2024,5,5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-04-10,86,42,2024,4,10,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2024-03-28,66,37,2024,3,28,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2024-04-19,15,15,2024,4,19,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-08,110,110,2024,11,8,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2024-04-06,58,58,2024,4,6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2024-08-05,118,118,2024,8,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2024-11-11,47,47,2024,11,11,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-08-06,192,82,2024,8,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-12-20,176,12,2024,12,20,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-31,154,82,2024,1,31,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-04-03,144,144,2024,4,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-06-30,74,50,2024,6,30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2024-12-07,5,5,2024,12,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2024-04-25,122,60,2024,4,25,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2024-10-04,79,65,2024,10,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2024-06-25,23,23,2024,6,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-02-28,147,9,2024,2,28,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2024-07-18,95,95,2024,7,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-08-30,131,131,2024,8,30,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2024-03-24,166,68,2024,3,24,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2024-03-31,163,114,2024,3,31,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2024-11-09,188,153,2024,11,9,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2024-05-29,73,73,2024,5,29,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2024-10-05,123,64,2024,10,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-10-14,128,128,2024,10,14,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-07-07,37,37,2024,7,7,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2024-03-25,8,8,2024,3,25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2024-08-08,164,19,2024,8,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-02-25,116,59,2024,2,25,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2024-09-18,3,3,2024,9,18,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2024-09-30,43,43,2024,9,30,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-03-24,19,19,2024,3,24,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2024-04-21,67,5,2024,4,21,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2024-03-25,18,18,2024,3,25,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2024-02-05,72,72,2024,2,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-08-21,157,25,2024,8,21,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2024-04-11,109,35,2024,4,11,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-10-29,43,43,2024,10,29,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2024-10-01,68,68,2024,10,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2024-11-02,140,140,2024,11,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-07-17,135,135,2024,7,17,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-07-14,127,127,2024,7,14,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2024-03-23,74,74,2024,3,23,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2024-11-30,83,83,2024,11,30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2024-12-05,162,96,2024,12,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-02-06,72,72,2024,2,6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2024-06-29,33,33,2024,6,29,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-12-20,98,98,2024,12,20,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2024-08-12,66,66,2024,8,12,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2024-01-14,139,139,2024,1,14,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2024-11-15,179,13,2024,11,15,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2024-02-12,123,25,2024,2,12,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2024-04-03,40,40,2024,4,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2024-12-06,97,97,2024,12,6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-08-02,8,8,2024,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2024-02-08,17,17,2024,2,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2024-08-13,86,86,2024,8,13,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-04-30,76,76,2024,4,30,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2024-06-18,77,77,2024,6,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-05-28,40,40,2024,5,28,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2024-02-16,96,16,2024,2,16,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-01-10,186,119,2024,1,10,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-07-02,72,12,2024,7,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-01-19,136,84,2024,1,19,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-01-02,46,46,2024,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-06-01,144,63,2024,6,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2024-06-04,95,95,2024,6,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2024-07-12,185,80,2024,7,12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-09-07,74,74,2024,9,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2024-09-29,2,2,2024,9,29,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2024-03-31,46,46,2024,3,31,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2024-02-13,108,47,2024,2,13,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2024-02-27,139,32,2024,2,27,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-05-11,151,102,2024,5,11,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-12-31,29,29,2024,12,31,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2024-01-09,30,30,2024,1,9,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-03-04,11,11,2024,3,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-12-02,120,120,2024,12,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2024-07-05,111,66,2024,7,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-01-02,132,36,2024,1,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2024-06-12,132,132,2024,6,12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2024-02-02,32,32,2024,2,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2024-11-14,139,139,2024,11,14,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2024-06-09,64,23,2024,6,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-09-30,37,37,2024,9,30,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-06-30,53,53,2024,6,30,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-07-22,146,82,2024,7,22,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-06-11,173,134,2024,6,11,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2024-09-01,163,163,2024,9,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2024-08-08,168,26,2024,8,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2024-08-05,63,63,2024,8,5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2024-04-17,173,173,2024,4,17,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2024-07-06,15,5,2024,7,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-07-08,163,80,2024,7,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2024-09-17,54,17,2024,9,17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2024-11-22,109,42,2024,11,22,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-06-15,19,19,2024,6,15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2024-05-09,37,37,2024,5,9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2024-03-22,108,108,2024,3,22,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2024-09-30,165,81,2024,9,30,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-01-01,83,49,2025,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2024-08-24,159,86,2024,8,24,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2024-01-11,195,164,2024,1,11,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-10-11,2,2,2024,10,11,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-12-14,61,61,2024,12,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-01-08,198,183,2024,1,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-01-12,22,22,2024,1,12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2024-07-11,118,118,2024,7,11,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2024-06-02,16,16,2024,6,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2024-06-10,192,16,2024,6,10,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2024-05-17,136,136,2024,5,17,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2024-03-04,8,8,2024,3,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2024-10-02,158,6,2024,10,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024-07-30,104,65,2024,7,30,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
